"Automovel","Bicicleta","Caminhao","Moto","Onibus","Outros","Utilitario","Periodo","Km_cat","Gravemente_feridos_Mortos","Chave"
0,0,0,0,0,0,1,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_11301_2011-11-20"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_12401_2011-11-20"
1,0,0,0,0,1,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_37701_2011-11-21"
0,0,1,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_44301_2011-11-21"
1,0,0,0,0,1,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_46901_2011-11-21"
0,0,0,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_47301_2011-11-21"
0,0,0,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_50101_2011-11-21"
1,0,1,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_51301_2011-11-21"
0,0,1,1,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_58001_2011-11-21"
3,0,0,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_60201_2011-11-21"
4,0,0,0,0,1,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_60701_2011-11-21"
1,0,0,1,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_63501_2011-11-21"
1,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_64701_2011-11-21"
2,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_66201_2011-11-21"
1,0,0,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_67601_2011-11-21"
0,0,1,0,0,1,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_67901_2011-11-21"
0,0,1,0,0,0,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_5801_2011-11-21"
1,0,0,0,0,0,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_8201_2011-11-21"
0,0,1,0,1,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_9501_2011-11-21"
0,0,1,1,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_9701_2011-11-21"
3,0,0,0,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_10401_2011-11-21"
0,0,2,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_17601_2011-11-21"
1,0,0,0,1,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_18201_2011-11-21"
1,0,0,0,0,1,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_29201_2011-11-21"
1,0,2,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_32501_2011-11-22"
1,0,1,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_34701_2011-11-22"
2,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_37301_2011-11-22"
2,0,0,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_39401_2011-11-22"
0,0,2,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_39901_2011-11-22"
2,0,1,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_44401_2011-11-22"
0,0,0,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_44501_2011-11-22"
0,0,3,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_44601_2011-11-22"
0,0,1,0,0,0,1,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_52201_2011-11-22"
2,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_53801_2011-11-22"
1,0,1,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_54401_2011-11-22"
0,0,2,0,0,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_7501_2011-11-22"
0,0,2,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_7901_2011-11-22"
0,0,0,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_13601_2011-11-22"
0,0,0,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_14701_2011-11-22"
1,0,0,0,0,1,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_17601_2011-11-22"
1,0,0,1,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_19301_2011-11-22"
2,0,0,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_19801_2011-11-22"
0,0,0,0,0,0,1,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_26201_2011-11-22"
3,0,0,0,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_26301_2011-11-22"
0,0,2,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_28501_2011-11-22"
1,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_36501_2011-11-23"
0,0,0,1,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_39601_2011-11-23"
3,0,0,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_44301_2011-11-23"
2,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_44501_2011-11-23"
1,0,1,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_45301_2011-11-23"
0,0,0,1,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_54801_2011-11-23"
1,0,1,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_56101_2011-11-23"
0,0,2,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_72801_2011-11-23"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_12101_2011-11-23"
0,0,2,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_13801_2011-11-23"
1,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_17901_2011-11-23"
1,0,0,0,0,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_1101_2011-11-24"
0,0,1,0,0,0,1,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_1601_2011-11-24"
0,0,2,0,0,0,0,"madrugada","[0,25]",0,"NOVADUTRA_BR-116/SP_2501_2011-11-24"
1,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_33701_2011-11-24"
0,0,0,1,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_42201_2011-11-24"
2,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_47401_2011-11-24"
0,0,1,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_54601_2011-11-24"
0,0,1,0,1,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_55301_2011-11-24"
2,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_58201_2011-11-24"
2,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_58801_2011-11-24"
3,0,0,0,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_63701_2011-11-24"
2,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_63901_2011-11-24"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_65501_2011-11-24"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_65601_2011-11-24"
1,0,0,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_79001_2011-11-24"
0,0,2,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_9101_2011-11-24"
1,0,0,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_18801_2011-11-24"
1,0,1,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_28301_2011-11-24"
0,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_30801_2011-11-25"
0,1,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_42901_2011-11-25"
1,0,0,0,0,0,1,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_43901_2011-11-25"
1,0,1,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_49701_2011-11-25"
0,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_57601_2011-11-25"
0,0,1,1,0,0,0,"noturno","(225,250]",1,"NOVADUTRA_BR-116/SP_59701_2011-11-25"
2,0,0,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_74001_2011-11-25"
0,0,1,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_75901_2011-11-25"
1,0,0,0,0,1,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_79601_2011-11-25"
1,0,0,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_82801_2011-11-25"
0,0,0,1,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_11001_2011-11-25"
0,1,0,0,0,1,0,"madrugada","(100,125]",1,"NOVADUTRA_BR-116/SP_11101_2011-11-25"
0,0,0,0,1,0,1,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_17301_2011-11-25"
2,0,0,0,0,1,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_18001_2011-11-25"
0,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_20201_2011-11-25"
0,0,1,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_23101_2011-11-25"
1,0,0,0,0,1,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_1201_2011-11-26"
1,0,0,0,0,1,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_27201_2011-11-26"
1,0,0,0,0,0,2,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_28901_2011-11-26"
2,0,0,0,0,1,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_36801_2011-11-26"
0,0,0,1,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_3101_2011-11-26"
0,0,0,1,0,1,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_64601_2011-11-26"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_65901_2011-11-26"
1,0,0,0,0,1,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_67501_2011-11-26"
4,0,1,0,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_32601_2019-02-20"
0,0,1,0,0,1,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_41401_2019-02-20"
1,0,0,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_45001_2019-02-20"
1,0,0,0,0,1,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_52201_2019-02-20"
0,0,0,1,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_54601_2019-02-20"
3,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_59601_2019-02-20"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_61001_2019-02-20"
1,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_69801_2019-02-20"
1,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_6301_2019-02-20"
0,0,2,1,0,0,0,"madrugada","[0,25]",1,"NOVADUTRA_BR-116/SP_7201_2019-02-20"
2,0,0,0,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_17101_2019-02-20"
0,0,0,1,0,0,1,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_18701_2019-02-20"
1,0,0,0,0,1,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_24301_2019-02-20"
1,0,0,0,0,0,0,"madrugada","(50,75]",0,"NOVADUTRA_BR-116/SP_1601_2019-02-21"
1,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_29301_2019-02-21"
0,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_31401_2019-02-21"
0,0,0,1,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_35901_2019-02-21"
2,0,0,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_33401_2020-05-16"
1,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_35001_2020-05-16"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_35801_2020-05-16"
1,0,0,0,0,0,0,"madrugada","(50,75]",0,"NOVADUTRA_BR-116/SP_3401_2020-05-16"
1,0,1,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_4501_2020-05-16"
1,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_4601_2020-05-16"
0,0,0,0,0,0,1,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_9901_2020-05-16"
2,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_15101_2020-05-17"
0,0,0,1,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_24201_2020-05-17"
1,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_29701_2020-05-17"
2,0,0,0,0,0,0,"madrugada","(50,75]",0,"NOVADUTRA_BR-116/SP_3201_2020-05-17"
1,0,0,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_3701_2020-05-17"
1,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_6001_2020-05-17"
1,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_7601_2020-05-17"
2,0,0,0,0,0,1,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_32201_2020-05-18"
1,0,0,1,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_35201_2020-05-18"
1,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_40601_2020-05-18"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_18801_2018-07-28"
3,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_20701_2018-07-28"
2,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_21201_2018-07-28"
2,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_21301_2018-07-28"
1,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_21901_2018-07-28"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_23701_2018-07-28"
2,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_27401_2018-07-28"
1,0,1,0,0,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_2801_2018-07-29"
5,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_3101_2018-07-29"
1,0,0,0,0,1,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_3701_2018-07-29"
4,0,0,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_23701_2018-07-29"
1,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_26101_2018-07-29"
1,0,0,0,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_41001_2018-07-29"
2,0,0,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_41501_2018-07-29"
1,0,0,0,0,1,0,"noturno","(75,100]",0,"NOVADUTRA_BR-116/SP_50801_2018-07-29"
1,0,0,0,0,1,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_51801_2018-07-29"
1,0,0,0,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_64701_2018-07-29"
0,0,0,0,1,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_6501_2018-07-29"
1,0,0,0,0,0,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_6701_2018-07-29"
4,0,0,0,0,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_8401_2018-07-29"
0,1,0,0,0,1,0,"madrugada","(100,125]",0,"NOVADUTRA_BR-116/SP_9701_2018-07-29"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_17701_2018-07-29"
1,0,0,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_18201_2018-07-29"
1,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_34201_2018-07-30"
1,0,0,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_36301_2018-07-30"
3,0,0,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_37801_2018-07-30"
0,0,1,1,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_45701_2018-07-30"
0,0,1,0,1,0,0,"vespertino","[0,25]",0,"NOVADUTRA_BR-116/SP_62701_2018-07-30"
0,0,4,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_64901_2018-07-30"
0,0,1,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_8201_2019-04-16"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_24101_2019-04-16"
1,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_46501_2019-04-17"
1,0,1,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_47501_2019-04-17"
0,0,0,1,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_53801_2019-04-17"
1,0,0,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_54701_2019-04-17"
0,0,0,1,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_57601_2019-04-17"
2,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_61501_2019-04-17"
0,0,0,1,0,0,1,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_64101_2019-04-17"
0,0,1,0,0,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_5001_2019-04-17"
2,0,0,1,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_9301_2019-04-17"
0,0,0,1,1,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_14401_2019-04-17"
0,0,0,2,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_19501_2019-04-17"
1,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_22701_2019-04-17"
1,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_29201_2019-04-17"
1,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_33901_2019-04-18"
1,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_41801_2019-04-18"
1,0,0,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_38901_2011-01-04"
0,0,1,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_40601_2011-01-04"
1,0,0,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_43701_2011-01-04"
0,0,0,1,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_45801_2011-01-04"
1,0,0,0,1,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_49001_2011-01-04"
0,0,0,1,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_52801_2011-01-04"
1,0,1,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_54401_2011-01-04"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_56001_2011-01-04"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_56101_2011-01-04"
1,0,1,0,0,0,0,"noturno","[0,25]",0,"NOVADUTRA_BR-116/SP_57001_2011-01-04"
0,0,0,0,1,0,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_2701_2011-01-04"
0,0,2,0,0,0,0,"noturno","(75,100]",0,"NOVADUTRA_BR-116/SP_67301_2011-01-04"
1,0,0,0,0,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_4501_2011-01-04"
0,0,2,0,0,0,0,"madrugada","(50,75]",0,"NOVADUTRA_BR-116/SP_5101_2011-01-04"
1,0,0,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_6201_2011-01-04"
0,0,2,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_7101_2011-01-04"
1,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_8501_2011-01-04"
0,0,1,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_9101_2011-01-04"
1,0,0,0,0,1,0,"manha","(75,100]",0,"NOVADUTRA_BR-116/SP_11401_2011-01-04"
1,0,1,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_13301_2011-01-04"
0,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_27901_2011-01-05"
1,0,2,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_32601_2011-01-05"
1,0,0,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_34001_2011-01-05"
1,0,0,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_39501_2011-01-05"
1,0,0,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_39601_2011-01-05"
3,0,0,0,0,1,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_42701_2011-01-05"
1,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_50401_2011-01-05"
1,0,0,0,0,1,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_53801_2011-01-05"
0,0,2,0,0,0,0,"noturno","(75,100]",0,"NOVADUTRA_BR-116/SP_54401_2011-01-05"
0,0,2,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_57901_2011-01-05"
0,0,1,0,0,0,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_2601_2011-01-05"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_63101_2011-01-05"
1,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_63501_2011-01-05"
0,0,1,0,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_3601_2011-01-05"
0,0,1,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_6501_2011-01-05"
1,0,0,0,1,0,0,"manha","(75,100]",0,"NOVADUTRA_BR-116/SP_17101_2011-01-05"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_24901_2011-01-05"
0,0,2,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_31401_2011-01-06"
0,0,1,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_38201_2011-01-06"
2,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_43001_2011-01-06"
2,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_44501_2011-01-06"
1,0,0,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_47601_2011-01-06"
3,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_49301_2011-01-06"
0,0,0,1,0,1,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_49901_2011-01-06"
1,0,0,0,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_60301_2011-01-06"
1,0,0,0,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_60401_2011-01-06"
2,0,0,0,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_61701_2011-01-06"
0,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_43701_2019-04-18"
2,0,0,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_46901_2019-04-18"
0,0,0,1,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_47901_2019-04-18"
0,0,3,1,1,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_48201_2019-04-18"
1,0,0,1,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_56701_2019-04-18"
1,0,0,0,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_60201_2019-04-18"
1,0,0,1,0,0,0,"vespertino","(100,125]",1,"NOVADUTRA_BR-116/SP_61001_2019-04-18"
1,0,0,0,0,0,1,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_61401_2019-04-18"
4,0,0,0,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_72601_2019-04-18"
1,0,0,0,0,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_3901_2019-04-18"
1,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_75601_2019-04-18"
1,0,1,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_81201_2019-04-18"
0,0,1,1,0,0,0,"noturno","(100,125]",1,"NOVADUTRA_BR-116/SP_85001_2019-04-18"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_85301_2019-04-18"
1,0,0,0,0,1,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_85901_2019-04-18"
2,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_86101_2019-04-18"
0,0,1,0,0,1,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_5301_2019-04-18"
1,0,0,0,0,0,0,"manha","[0,25]",0,"NOVADUTRA_BR-116/SP_10701_2019-04-18"
1,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_15401_2019-04-18"
1,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_17801_2019-04-18"
1,0,0,1,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_19101_2019-04-18"
2,0,0,0,0,0,0,"manha","(75,100]",0,"NOVADUTRA_BR-116/SP_20501_2019-04-18"
