"Automovel","Bicicleta","Caminhao","Moto","Onibus","Outros","Utilitario","Periodo","Km_cat","Gravemente_feridos_Mortos","Chave"
1,0,0,0,0,0,0,"vespertino","(300,400]",0,"ARB_BR-116/SP_2101_2016-08-28"
1,0,0,1,0,0,0,"noturno","(250,300]",0,"ARB_BR-116/SP_3601_2016-08-28"
2,0,0,0,0,0,0,"noturno","(300,400]",0,"ARB_BR-116/SP_5601_2016-08-28"
1,0,0,0,0,0,0,"madrugada","(250,300]",0,"ARB_BR-116/SP_12301_2016-08-29"
2,0,0,0,0,0,0,"manha","(400,500]",0,"ARB_BR-116/SP_23301_2016-08-29"
1,0,1,0,0,0,0,"vespertino","(250,300]",0,"ARB_BR-116/SP_37601_2016-08-29"
0,0,0,1,0,0,0,"vespertino","(400,500]",0,"ARB_BR-116/SP_1201_2016-08-29"
0,0,0,0,1,0,0,"noturno","(500,600]",0,"ARB_BR-116/SP_41901_2016-08-29"
0,0,1,0,0,0,0,"madrugada","(400,500]",0,"ARB_BR-116/SP_13101_2016-08-29"
1,0,0,0,0,1,0,"manha","(400,500]",0,"ARB_BR-116/SP_3801_2016-08-29"
0,0,0,0,0,0,1,"manha","(400,500]",0,"ARB_BR-116/SP_15001_2016-08-29"
1,0,0,0,0,0,1,"manha","(250,300]",0,"ARB_BR-116/SP_16901_2016-08-29"
1,0,0,0,0,1,0,"manha","(300,400]",0,"ARB_BR-116/SP_17401_2016-08-29"
1,0,1,0,0,0,0,"manha","(300,400]",0,"ARB_BR-116/SP_21601_2016-08-29"
1,0,0,0,0,0,0,"manha","(500,600]",0,"ARB_BR-116/SP_21601_2016-08-30"
1,0,0,0,0,1,0,"vespertino","(250,300]",0,"ARB_BR-116/SP_27301_2016-08-30"
1,0,0,0,0,0,0,"vespertino","(500,600]",0,"ARB_BR-116/SP_32501_2016-08-30"
0,0,0,1,0,0,0,"noturno","(250,300]",0,"ARB_BR-116/SP_34001_2016-08-30"
0,0,1,0,0,0,0,"noturno","(300,400]",0,"ARB_BR-116/SP_39301_2016-08-30"
0,0,1,0,0,0,0,"noturno","(300,400]",0,"ARB_BR-116/SP_40501_2016-08-30"
0,0,0,1,0,0,0,"madrugada","(250,300]",0,"ARB_BR-116/SP_9501_2016-08-30"
1,0,0,1,0,0,0,"manha","(250,300]",0,"ARB_BR-116/SP_11001_2016-08-30"
2,0,1,0,0,0,0,"manha","(250,300]",0,"ARB_BR-116/SP_14801_2016-08-30"
1,0,0,2,0,0,0,"manha","(250,300]",0,"ARB_BR-116/SP_16501_2016-08-30"
0,0,2,0,0,0,0,"manha","(250,300]",0,"ARB_BR-116/SP_18201_2016-08-30"
0,0,1,0,0,0,0,"madrugada","(300,400]",0,"ARB_BR-116/SP_1001_2016-08-31"
1,0,0,0,0,0,0,"madrugada","(300,400]",0,"ARB_BR-116/SP_1101_2016-08-31"
1,0,0,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_32701_2011-08-12"
2,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_40601_2011-08-12"
2,0,0,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_42301_2011-08-12"
2,0,0,2,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_53801_2011-08-12"
1,0,1,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_37101_2013-07-26"
2,0,0,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_38801_2013-07-26"
3,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_48701_2013-07-26"
1,0,1,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_53901_2013-07-26"
1,0,1,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_56501_2013-07-26"
1,0,2,0,0,0,2,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_57001_2013-07-26"
2,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_57301_2013-07-26"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_60301_2013-07-26"
0,0,0,0,0,1,1,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_63801_2013-07-26"
2,0,2,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_66701_2013-07-26"
0,0,1,0,1,0,0,"madrugada","(100,125]",0,"NOVADUTRA_BR-116/SP_2201_2013-07-26"
0,0,1,0,1,0,0,"noturno","(75,100]",0,"NOVADUTRA_BR-116/SP_68101_2013-07-26"
0,0,0,1,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_71401_2013-07-26"
1,0,1,0,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_73601_2013-07-26"
4,0,0,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_75901_2013-07-26"
3,0,0,0,0,0,2,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_6801_2013-07-26"
1,0,0,0,0,1,0,"manha","(75,100]",0,"NOVADUTRA_BR-116/SP_8701_2013-07-26"
1,0,0,0,0,1,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_8901_2013-07-26"
1,0,0,0,0,0,1,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_12301_2013-07-26"
1,0,0,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_12701_2013-07-26"
3,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_13401_2013-07-26"
1,0,1,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_38601_2013-07-27"
0,0,0,1,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_61001_2013-07-27"
1,0,1,0,0,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_3101_2013-07-27"
1,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_65501_2013-07-27"
1,0,0,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_65901_2013-07-27"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_70401_2013-07-27"
1,0,0,0,0,1,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_70601_2013-07-27"
1,0,0,0,0,0,2,"madrugada","(200,225]",1,"NOVADUTRA_BR-116/SP_9801_2013-07-27"
1,0,0,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_10601_2013-07-27"
1,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_15401_2013-07-27"
0,0,1,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_19401_2013-07-27"
1,0,0,0,0,1,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_41201_2013-07-28"
2,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_45301_2013-07-28"
1,0,0,0,0,0,0,"vespertino","(50,75]",1,"NOVADUTRA_BR-116/SP_45601_2013-07-28"
0,0,0,1,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_46701_2013-07-28"
1,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_47101_2013-07-28"
3,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_49301_2013-07-28"
2,0,0,0,0,2,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_51801_2013-07-28"
2,0,1,0,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_53501_2013-07-28"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_62601_2013-07-28"
1,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_69901_2013-07-28"
1,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_7201_2013-07-28"
0,0,0,1,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_11501_2013-07-28"
3,0,0,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_15101_2013-07-28"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_17101_2013-07-28"
1,0,0,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_31301_2013-07-29"
1,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_32901_2013-07-29"
1,0,0,0,0,1,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_43501_2013-07-29"
0,0,1,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_45001_2013-07-29"
0,0,1,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_49701_2013-07-29"
0,0,2,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_52501_2013-07-29"
0,0,2,0,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_55401_2013-07-29"
3,0,0,0,1,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_64001_2013-07-29"
0,0,0,1,0,1,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_65901_2013-07-29"
3,0,0,0,0,1,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_66001_2013-07-29"
0,0,1,0,1,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_3101_2013-07-29"
0,1,0,1,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_79401_2013-07-29"
0,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_80601_2013-07-29"
1,0,0,0,0,0,0,"madrugada","[0,25]",0,"NOVADUTRA_BR-116/SP_9701_2013-07-29"
0,0,0,1,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_10201_2013-07-29"
1,0,0,0,1,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_13501_2013-07-29"
0,1,0,0,0,0,1,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_16001_2013-07-29"
1,0,0,0,0,1,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_16601_2013-07-29"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_18101_2013-07-29"
1,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_30001_2013-07-30"
0,0,2,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_32801_2013-07-30"
1,0,1,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_41101_2013-07-30"
0,0,2,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_48201_2013-07-30"
5,0,1,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_59601_2013-07-30"
5,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_59801_2013-07-30"
1,0,1,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_60601_2013-07-30"
2,0,0,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_64401_2013-07-30"
1,0,0,0,0,1,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_64801_2013-07-30"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_67601_2013-07-30"
1,0,0,0,0,1,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_72401_2013-07-30"
1,0,1,0,0,0,1,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_19801_2013-07-30"
1,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_24501_2013-07-30"
0,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_30601_2013-07-31"
1,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_40801_2013-07-31"
0,0,2,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_45701_2013-07-31"
0,0,2,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_49701_2013-07-31"
1,0,0,0,0,1,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_60501_2013-07-31"
3,0,0,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_63001_2013-07-31"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_63101_2013-07-31"
2,0,0,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_64101_2013-07-31"
2,0,0,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_64301_2013-07-31"
1,0,1,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_70201_2013-07-31"
0,0,0,0,0,0,1,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_71001_2013-07-31"
1,0,1,0,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_71401_2013-07-31"
1,0,1,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_78601_2013-07-31"
1,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_12801_2013-07-31"
2,0,1,0,0,1,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_14301_2013-07-31"
2,0,0,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_17001_2013-07-31"
1,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_23301_2013-07-31"
0,0,1,0,1,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_1701_2013-08-01"
1,0,1,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_36901_2013-08-01"
0,0,1,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_43301_2013-08-01"
1,0,0,0,0,1,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_48401_2013-08-01"
4,0,1,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_60901_2013-08-01"
1,0,0,1,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_62301_2013-08-01"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_64001_2013-08-01"
2,0,0,0,0,0,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_7201_2013-08-01"
1,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_11701_2013-08-01"
0,0,2,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_14701_2013-08-01"
0,0,0,1,0,1,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_15001_2013-08-01"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_15301_2013-08-01"
0,0,1,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_15701_2013-08-01"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_16701_2013-08-01"
1,0,0,0,0,1,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_20801_2013-08-01"
1,0,1,0,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_24901_2013-08-01"
0,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_26001_2013-08-01"
2,0,0,0,0,0,0,"manha","[0,25]",0,"NOVADUTRA_BR-116/SP_27401_2013-08-01"
0,0,1,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_901_2013-08-02"
2,0,0,0,0,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_4101_2011-03-04"
1,0,0,0,0,0,0,"madrugada","[0,25]",0,"NOVADUTRA_BR-116/SP_8101_2011-03-04"
0,0,0,1,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_17101_2011-03-04"
1,0,0,2,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_17401_2011-03-04"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_17901_2011-03-04"
3,0,0,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_20501_2011-03-04"
0,0,2,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_22501_2011-03-04"
2,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_26901_2011-03-04"
2,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_2001_2011-03-05"
1,0,0,0,0,1,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_31901_2011-03-05"
7,0,0,0,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_35901_2011-03-05"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_37001_2011-03-05"
1,0,0,1,0,0,0,"vespertino","[0,25]",0,"NOVADUTRA_BR-116/SP_38501_2011-03-05"
2,0,0,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_30401_2010-12-17"
2,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_1601_2010-12-18"
1,0,0,0,0,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_1901_2010-12-18"
1,0,0,0,0,1,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_2701_2010-12-18"
2,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_37301_2010-12-18"
2,0,1,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_48601_2010-12-18"
2,0,0,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_55701_2010-12-18"
2,0,0,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_57701_2010-12-18"
0,0,1,0,1,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_58301_2010-12-18"
1,0,0,0,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_59001_2010-12-18"
0,0,0,0,0,0,1,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_60101_2010-12-18"
3,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_61001_2010-12-18"
2,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_61701_2010-12-18"
3,0,2,0,0,0,0,"vespertino","(25,50]",1,"NOVADUTRA_BR-116/SP_62101_2010-12-18"
1,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_62401_2010-12-18"
0,0,0,1,0,0,0,"noturno","(25,50]",0,"NOVADUTRA_BR-116/SP_66901_2010-12-18"
1,0,0,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_67701_2010-12-18"
0,0,2,0,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_3701_2010-12-18"
3,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_4201_2010-12-18"
0,0,0,1,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_4401_2010-12-18"
1,0,1,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_5001_2010-12-18"
2,0,0,0,0,0,0,"noturno","(75,100]",0,"NOVADUTRA_BR-116/SP_76701_2010-12-18"
1,0,0,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_78101_2010-12-18"
0,0,0,0,0,1,0,"noturno","(50,75]",1,"NOVADUTRA_BR-116/SP_82101_2010-12-18"
3,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_8001_2010-12-18"
1,0,1,0,0,0,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_10401_2010-12-18"
1,0,0,0,0,1,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_11501_2010-12-18"
1,0,0,0,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_13401_2010-12-18"
1,0,0,0,0,1,0,"manha","[0,25]",0,"NOVADUTRA_BR-116/SP_25301_2010-12-18"
6,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_29901_2010-12-18"
1,0,0,0,0,0,0,"madrugada","(225,250]",0,"NOVADUTRA_BR-116/SP_1001_2010-12-19"
1,0,0,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_26101_2010-12-19"
1,0,0,0,0,1,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_42601_2010-12-19"
1,0,0,0,0,1,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_44801_2010-12-19"
5,0,0,0,1,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_45301_2010-12-19"
1,0,0,0,1,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_52901_2010-12-19"
0,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_54801_2010-12-19"
3,0,0,0,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_61901_2010-12-19"
1,0,0,0,1,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_62701_2010-12-19"
3,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_63401_2010-12-19"
1,0,0,0,0,0,0,"noturno","[0,25]",0,"NOVADUTRA_BR-116/SP_66801_2010-12-19"
0,0,0,1,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_3801_2010-12-19"
3,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_68601_2010-12-19"
1,0,0,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_4601_2010-12-19"
1,0,0,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_6701_2010-12-19"
0,0,0,1,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_8001_2010-12-19"
1,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_11401_2010-12-19"
1,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_12601_2010-12-19"
2,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_21001_2010-12-19"
3,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_21901_2010-12-19"
0,0,0,0,1,0,1,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_43701_2010-12-20"
0,0,1,0,0,0,1,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_50801_2010-12-20"
1,0,1,0,0,0,1,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_56701_2010-12-20"
2,0,0,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_58501_2010-12-20"
1,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_58801_2010-12-20"
1,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_60701_2010-12-20"
0,0,1,1,0,0,0,"noturno","(150,175]",1,"NOVADUTRA_BR-116/SP_66701_2010-12-20"
1,0,0,0,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_67401_2010-12-20"
0,0,0,0,1,0,1,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_68501_2010-12-20"
1,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_74001_2010-12-20"
2,0,1,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_75301_2010-12-20"
0,0,0,0,0,0,1,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_77501_2010-12-20"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_77901_2010-12-20"
1,0,1,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_80601_2010-12-20"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_81901_2010-12-20"
1,0,0,0,0,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_7601_2010-12-20"
0,0,1,1,0,0,0,"madrugada","(100,125]",0,"NOVADUTRA_BR-116/SP_8901_2010-12-20"
1,0,0,0,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_9001_2010-12-20"
1,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_9101_2010-12-20"
1,0,0,0,0,0,0,"madrugada","(250,300]",0,"ARB_BR-116/SP_6001_2016-05-29"
1,0,1,0,0,0,0,"manha","(500,600]",0,"ARB_BR-116/SP_10101_2016-05-29"
1,0,0,0,0,0,0,"manha","(500,600]",0,"ARB_BR-116/SP_11101_2016-05-29"
0,0,1,0,0,0,0,"manha","(300,400]",0,"ARB_BR-116/SP_11301_2016-05-29"
1,0,0,0,0,0,0,"manha","(300,400]",1,"ARB_BR-116/SP_12501_2016-05-29"
1,0,0,0,0,0,0,"manha","(500,600]",0,"ARB_BR-116/SP_18201_2016-05-30"
1,0,0,0,0,0,0,"manha","(500,600]",0,"ARB_BR-116/SP_19201_2016-05-30"
1,0,0,0,0,0,0,"manha","(500,600]",0,"ARB_BR-116/SP_20901_2016-05-30"
0,0,0,1,0,1,0,"vespertino","(400,500]",0,"ARB_BR-116/SP_21301_2016-05-30"
1,0,0,0,0,1,0,"vespertino","(400,500]",0,"ARB_BR-116/SP_23001_2016-05-30"
2,0,0,0,0,0,0,"vespertino","(250,300]",0,"ARB_BR-116/SP_24301_2016-05-30"
0,0,2,0,0,0,0,"vespertino","(300,400]",0,"ARB_BR-116/SP_24601_2016-05-30"
1,0,0,0,0,0,0,"vespertino","(400,500]",0,"ARB_BR-116/SP_26801_2016-05-30"
1,0,1,0,0,0,0,"vespertino","(300,400]",0,"ARB_BR-116/SP_30001_2016-05-30"
1,0,0,1,0,0,0,"noturno","(250,300]",0,"ARB_BR-116/SP_31501_2016-05-30"
1,0,0,1,0,0,0,"noturno","(250,300]",0,"ARB_BR-116/SP_31801_2016-05-30"
1,0,0,0,0,0,0,"noturno","(500,600]",0,"ARB_BR-116/SP_32101_2016-05-30"
1,0,0,1,0,0,0,"noturno","(250,300]",0,"ARB_BR-116/SP_34201_2016-05-30"
1,0,0,1,0,0,0,"noturno","(400,500]",0,"ARB_BR-116/SP_35101_2016-05-30"
0,0,1,0,0,0,1,"noturno","(500,600]",0,"ARB_BR-116/SP_36201_2016-05-30"
0,0,3,0,0,0,0,"vespertino","(250,300]",0,"ARB_BR-116/SP_21201_2016-05-31"
1,0,1,0,0,0,0,"vespertino","(250,300]",0,"ARB_BR-116/SP_24001_2016-05-31"
1,0,1,0,0,0,0,"noturno","(300,400]",1,"ARB_BR-116/SP_29001_2016-05-31"
0,0,0,0,0,1,0,"noturno","(500,600]",1,"ARB_BR-116/SP_29701_2016-05-31"
1,0,0,0,0,1,0,"madrugada","(300,400]",0,"ARB_BR-116/SP_1901_2016-05-31"
